Date,Close,Prophet,Arima,Lstm,Gru,Ensemble
2023-01-03,112.690002,140.99644765077528,112.76424708091722,108.86749,109.5076,113.12860281278928
2023-01-04,116.959999,141.0778969344887,112.76330138820008,108.76839,109.5346,113.11242064925943
2023-01-05,112.849998,141.55692314424746,112.763327504676,108.68247,109.52803,113.13130923942931
2023-01-06,116.650002,141.66383406666358,112.76332678343718,108.816536,110.07443,113.41550861295885
2023-01-09,116.059998,141.72832018581306,112.76332680335508,108.810104,110.16118,113.45577535730509
2023-01-10,116.050003,141.79317214646133,112.76332680280504,109.12649,110.714226,113.80448484217672
2023-01-11,120.949997,141.8706233387278,112.76332680282022,109.54141,111.29951,114.20367852355758
2023-01-12,122.120003,141.54362411110077,112.7633268028198,110.04016,111.845055,114.5725115507925
2023-01-13,121.900002,141.61384777241005,112.7633268028198,110.81196,112.96611,115.32014525939395
2023-01-17,121.419998,142.07934404673307,112.7633268028198,111.74581,114.30837,116.26096286965132
2023-01-18,122.650002,142.17106918755746,112.7633268028198,112.71538,115.52656,117.12277427064524
2023-01-19,121.290001,142.21940706992677,112.7633268028198,113.5271,116.37109,117.7694046534502
2023-01-20,122.82,142.26786185485048,112.7633268028198,114.02662,116.864265,118.15853986317948
2023-01-23,126.07,142.32937513267888,112.7633268028198,114.24907,116.90317,118.26230413961778
2023-01-24,126.400002,141.9875748606669,112.7633268028198,114.61875,117.14547,118.45840732282416
2023-01-25,125.690002,142.04475705947868,112.7633268028198,115.294266,117.95202,119.04084528636224
2023-01-26,128.059998,142.49951670806027,112.7633268028198,116.10423,118.89777,119.77311361217934
2023-01-27,129.839996,142.58325776639956,112.7633268028198,116.89323,119.65026,120.3777176178552
2023-01-30,127.790001,142.62669729363785,112.7633268028198,117.798584,120.5801,121.0928282182519
2023-01-31,129.279999,142.67354481039754,112.7633268028198,118.76203,121.650085,121.88681954797327
2023-02-01,130.899994,142.73681025515512,112.7633268028198,119.473274,122.22308,122.3873944012096
2023-02-02,134.490005,142.40004816798995,112.7633268028198,120.208275,122.81803,122.8614479589462
2023-02-03,131.619995,142.4653392493686,112.7633268028198,121.04484,123.61768,123.50064136372347
2023-02-06,131.440002,142.9309257751974,112.7633268028198,122.106285,124.89283,124.46050576487951
2023-02-07,130.270004,143.02773069649717,112.7633268028198,123.0191,125.68324,125.12718183269536
2023-02-08,129.800003,143.08587514963395,112.7633268028198,123.71773,126.05417,125.53992514322204
2023-02-09,128.039993,143.14837515068626,112.7633268028198,124.355896,126.18706,125.8337291255008
2023-02-10,128.089996,143.22747032558874,112.7633268028198,124.75804,126.03068,125.92501540653018
2023-02-13,129.289993,142.9058917026723,112.7633268028198,124.82829,125.472305,125.68666778380748
2023-02-14,127.730003,142.98486901784628,112.7633268028198,124.76064,124.88893,125.43206242880797
2023-02-15,127.529999,143.46179324600396,112.7633268028198,124.80081,124.681305,125.41440408063916
2023-02-16,125.790001,143.56676337189307,112.7633268028198,124.80046,124.46196,125.3361249152682
2023-02-17,125.32,143.62913128795898,112.7633268028198,124.781685,124.252884,125.25063034617476
2023-02-21,123.480003,143.6912247560148,112.7633268028198,124.50822,123.702126,124.93251043912116
2023-02-22,122.900002,143.76470047439832,112.7633268028198,124.09381,123.01812,124.50977419674015
