Date,Close,Prophet,Arima,Lstm,Gru,Ensemble
2023-01-03,151.570007,139.7911074003995,151.64300783746236,147.5741,149.44452,147.85329722445823
2023-01-04,152.229996,139.78588572677717,151.63631788940856,147.72,149.38339,147.87707435225624
2023-01-05,150.339996,139.552828526547,151.63685704725214,147.81798,149.46982,147.9073316803464
2023-01-06,153.919998,139.5633697299294,151.63681359531827,147.96648,149.54216,147.98327725863354
2023-01-09,152.039993,139.5424338813289,151.6368170972066,147.94301,149.47195,147.94744217349876
2023-01-10,151.889999,139.49716528246412,151.6368168149816,148.18669,149.64275,148.08196558210383
2023-01-11,150.660004,139.47667193323798,151.63681683772677,148.44183,149.92412,148.26344338109823
2023-01-12,149.809998,139.6924231150507,151.63681683589368,148.70795,150.20312,148.48097464365122
2023-01-13,150.880005,139.66844625928258,151.63681683604142,148.99713,150.45801,148.6635620285717
2023-01-17,150.440002,139.41820837688368,151.6368168360295,149.2452,150.86232,148.85449046974082
2023-01-18,146.410004,139.41336394215733,151.63681683603048,149.4711,151.30486,149.08652455278371
2023-01-19,142.419998,139.37904541354524,151.6368168360304,149.55122,151.4151,149.14744102284754
2023-01-20,142.970001,139.32258861136913,151.6368168360304,149.21822,150.89134,148.84262052499923
2023-01-23,141.050003,139.29327284583923,151.6368168360304,148.49362,149.75201,148.19265944800352
2023-01-24,141.820007,139.50271471877423,151.6368168360304,147.81989,148.40758,147.51930495203354
2023-01-25,141.720001,139.47506132780853,151.6368168360304,147.25812,147.41437,146.9752260638631
2023-01-26,141.149994,139.22386824029277,151.6368168360304,146.79637,147.10275,146.67711133108884
2023-01-27,140.570007,139.22084422411916,151.6368168360304,146.37611,147.07793,146.53056739749763
2023-01-30,141.009995,139.19113901274486,151.6368168360304,146.04787,147.00824,146.394183858718
2023-01-31,142.380005,139.14206641635326,151.6368168360304,145.75308,147.02138,146.29574307974872
2023-02-01,143.190002,139.12284275926507,151.6368168360304,145.35818,147.14302,146.20780456829243
2023-02-02,142.169998,139.3449796457814,151.6368168360304,145.12029,147.21675,146.1879565197396
2023-02-03,142.610001,139.3324768512714,151.6368168360304,145.05855,147.24084,146.17469049754263
2023-02-06,141.399994,139.09870076051314,151.6368168360304,145.12103,147.02637,146.08507483090284
2023-02-07,140.020004,139.1151303798478,151.6368168360304,145.14465,147.15953,146.14293667185856
2023-02-08,138.570007,139.1066472223618,151.6368168360304,145.03885,147.2731,146.1479961652523
2023-02-09,137.050003,139.08026138109943,151.6368168360304,144.93636,147.0959,146.04716157938265
2023-02-10,138.259995,139.08485375355005,151.6368168360304,144.67336,146.98387,145.92170494405133
