Date,Close,Prophet,Arima,Lstm,Gru,Ensemble
2023-01-03,106.510002,70.93523414550268,110.22131320400707,107.71671,107.247215,105.20352317700026
2023-01-04,106.82,70.91048268296895,110.22694234056944,108.02145,107.753975,105.5105888946351
2023-01-05,109.209999,71.10397372106158,110.2265396558498,108.20107,107.61603,105.52775310394372
2023-01-06,110.529999,71.1270451004881,110.22656846221854,108.292625,107.529785,105.5242960345916
2023-01-09,108.470001,71.09890917584211,110.22656640153224,108.405495,107.33448,105.47928618284972
2023-01-10,110.089996,71.0634043839649,110.22656654894509,108.58736,108.149895,105.87052020074876
2023-01-11,111.370003,71.0863117413536,110.22656653839978,108.74917,108.44309,106.0456215685569
2023-01-12,113.220001,70.77275031663302,110.22656653915416,108.94428,108.79254,106.22924717789655
2023-01-13,113.150002,70.75260396207592,110.2265665391002,109.20023,109.434364,106.57489998512445
2023-01-17,112.93,70.95136922118047,110.22656653910406,109.57259,110.199486,107.0259511026734
2023-01-18,110.610001,70.98021104608368,110.2265665391038,109.99911,110.803795,107.41606858030198
2023-01-19,111.32,70.95817146355903,110.2265665391038,110.38732,110.95296,107.60325139872506
2023-01-20,113.349998,70.92892603458787,110.2265665391038,110.59809,110.241646,107.37895870109249
2023-01-23,112.760002,70.95810488212504,110.2265665391038,110.680336,109.60011,107.1453890792816
2023-01-24,113.809998,70.65069219921615,110.2265665391038,110.749245,110.06833,107.33661564548292
2023-01-25,113.209999,70.63645640341699,110.2265665391038,110.8256,110.783485,107.65366574897878
2023-01-26,117.760002,70.840800755801,110.2265665391038,110.98196,111.33999,107.94859413894532
2023-01-27,115.610001,70.87482100196696,110.2265665391038,111.16967,111.59942,108.1192255574842
2023-01-30,113.559998,70.85751512200012,110.2265665391038,111.52882,112.65623,108.66907346290064
2023-01-31,116.010002,70.8325400088437,110.2265665391038,111.91384,113.35293,109.0793133009012
2023-02-01,114.739998,70.86553185103959,110.2265665391038,112.21935,113.21752,109.12685939591456
2023-02-02,111.150002,70.56150416030913,110.2265665391038,112.53214,113.82208,109.4544492034034
2023-02-03,111.919998,70.55027566423762,110.2265665391038,112.79018,114.22245,109.7025396476434
2023-02-06,111.730003,70.7573179610762,110.2265665391038,112.84012,114.00596,109.64595401804866
2023-02-07,114.919998,70.79380959476,110.2265665391038,112.80123,113.22668,109.3166445044623
2023-02-08,113.919998,70.77884175672375,110.2265665391038,112.703735,112.340866,108.92050661158316
2023-02-09,114.349998,70.75617056882355,110.2265665391038,112.68776,112.45885,108.96187212387584
2023-02-10,119.169998,70.7915328693285,110.2265665391038,112.70927,112.38878,108.942919678089
2023-02-13,117.800003,70.49003959509375,110.2265665391038,112.75225,112.250946,108.87775813163304
2023-02-14,116.419998,70.48159913478307,110.2265665391038,112.98493,113.19012,109.33846700012992
2023-02-15,116.07,70.69176070194177,110.2265665391038,113.311195,114.394745,109.9552814122136
2023-02-16,115.730003,70.73176453030807,110.2265665391038,113.637825,114.94174,110.28989409924088
2023-02-17,111.279999,70.72074423024941,110.2265665391038,113.92795,115.168304,110.47734811467453
2023-02-21,111.169998,70.70247637680559,110.2265665391038,114.15603,114.74131,110.37607041899815
2023-02-22,109.730003,70.74269434770234,110.2265665391038,114.16504,113.99695,110.07711125280932
2023-02-23,110.739998,70.44648057798811,110.2265665391038,114.00608,112.63171,109.44302555315986
2023-02-24,110.75,70.44368965445217,110.2265665391038,113.66921,111.47286,108.85718027891392
2023-02-27,110.550003,70.65979232004484,110.2265665391038,113.284874,110.92935,108.52440273884548
2023-02-28,109.910004,70.70592718438101,110.2265665391038,112.89754,110.342514,108.16001599573832
2023-03-01,110.889999,70.70110544520927,110.2265665391038,112.52068,110.05509,107.91788790197248
2023-03-02,111.400002,70.6889636304759,110.2265665391038,112.13947,109.731705,107.65904063885858
2023-03-03,112.809998,70.73508129327962,110.2265665391038,111.82423,109.56605,107.49093549265936
2023-03-06,113.809998,70.44437771756805,110.2265665391038,111.61462,109.874985,107.52652242158354
2023-03-07,111.610001,70.44653992927768,110.2265665391038,111.557526,110.73154,107.85883643027184
2023-03-08,109.980003,70.66687193880854,110.2265665391038,111.65507,111.45802,108.20526252408813
2023-03-09,109.129997,70.71635185492339,110.2265665391038,111.73147,111.12792,108.09890426713817
2023-03-10,107.779999,70.7138420119487,110.2265665391038,111.690056,110.61842,107.87634142503386
2023-03-13,106.540001,70.70284695465959,110.2265665391038,111.5236,109.59561,107.4016849989002
2023-03-14,106.940002,70.74883605072333,110.2265665391038,111.20925,108.473816,106.84212602727813
2023-03-15,101.620003,70.45664463369722,110.2265665391038,110.75787,107.6934,106.35173262404662
2023-03-16,101.029999,70.45590582879856,110.2265665391038,110.27614,107.64898,106.1749674186872
2023-03-17,99.839996,70.67190286149525,110.2265665391038,109.61763,106.7084,105.58928434174716
2023-03-20,102.449997,70.71562838372141,110.2265665391038,108.85686,105.97812,105.04306847000264
2023-03-21,107.040001,70.70599587810165,110.2265665391038,108.01792,104.78054,104.27563431462916
2023-03-22,104.589996,70.68659792950972,110.2265665391038,107.27754,104.29031,103.82969744944614
2023-03-23,103.410004,70.7230281069914,110.2265665391038,106.830025,104.88485,103.9287917411135
2023-03-24,103.529999,70.42028036143465,110.2265665391038,106.49857,104.53892,103.6550714272512
2023-03-27,105.800003,70.4081781229707,110.2265665391038,106.19183,104.156044,103.39635713639782
2023-03-28,107.120003,70.61222295852073,110.2265665391038,105.92426,103.995224,103.25787833909298
2023-03-29,108.959999,70.6436494117537,110.2265665391038,105.801544,104.2765,103.33512017026734
2023-03-30,109.489998,70.62163119795974,110.2265665391038,105.82969,104.682976,103.5092500763976
2023-03-31,109.660004,70.59003367685622,110.2265665391038,106.01971,105.7056,103.9883583142265
2023-04-03,116.129997,70.61472949784957,110.2265665391038,106.33886,106.70601,104.50511781751314
2023-04-04,115.019997,70.30099148815663,110.2265665391038,106.74324,107.80443,105.06444728849422
2023-04-05,116.989998,70.27891514158057,110.2265665391038,107.44262,109.64139,106.04551734634732
2023-04-06,115.050003,70.4742607460095,110.2265665391038,108.245834,110.82183,106.80823788009678
2023-04-10,114.540001,70.49850194830609,110.2265665391038,109.13905,111.97964,107.57834346753953
2023-04-11,115.349998,70.47102609910206,110.2265665391038,109.95958,112.79028,108.17837763134229
2023-04-12,115.230003,70.4358814593555,110.2265665391038,110.67998,113.27877,108.61289677734165
2023-04-13,115.769997,70.459088306136,110.2265665391038,111.33961,113.6651,108.98998327218708
2023-04-14,116.050003,70.14602813108628,110.2265665391038,111.928764,113.82409,109.22527159520618
