Date,Close,Prophet,Arima,Lstm,Gru,Ensemble
2023-01-03,76.129997,125.19713053625344,74.16433319299227,67.81617,67.114105,78.43752969276595
2023-01-04,78.010002,125.39101299595346,74.16315660369517,67.51522,67.2446,78.40751670719239
2023-01-05,76.589996,120.3537345011874,74.16310267199614,67.2398,67.0481,77.32315583845538
2023-01-06,79.220001,120.47713191623848,74.16310019991164,67.13703,67.23722,77.37596959256683
2023-01-09,80.580002,120.66065071828548,74.16310008659791,66.91952,66.9509,77.22341464695772
2023-01-10,80.529999,120.87682298877009,74.16310008140391,67.08186,67.630165,77.57078724338936
2023-01-11,83.07,120.99346013618924,74.16310008116584,67.38829,68.191216,77.91095312171129
2023-01-12,85.059998,126.40412568430816,74.16310008115492,67.85017,68.8802,79.31199787309929
2023-01-13,85.040001,126.5404907227528,74.16310008115443,68.57264,69.99554,80.01333927738244
2023-01-17,85.879997,121.44118617739343,74.1631000811544,69.41181,70.82747,79.70940089370772
2023-01-18,83.989998,121.5001074670044,74.1631000811544,70.26592,71.47086,80.27390874851423
2023-01-19,80.519997,121.61876785196904,74.1631000811544,70.99177,72.083725,80.79012786736887
2023-01-20,85.010002,121.77171771871136,74.1631000811544,71.33727,72.1647,80.97643578942058
2023-01-23,87.830002,121.8286802061233,74.1631000811544,71.39077,72.14515,80.99959675764232
2023-01-24,88.220001,127.18497012240468,74.1631000811544,71.73123,73.314125,82.52042013612648
2023-01-25,88.860001,127.27380027199403,74.1631000811544,72.48016,75.031975,83.44272677681951
2023-01-26,93.809998,122.13509073781806,74.1631000811544,73.38902,76.202156,83.28104177815372
2023-01-27,95.860001,122.163737898185,74.1631000811544,74.29425,76.869514,83.86793099570536
2023-01-30,94.900002,122.261940488598,74.1631000811544,75.333595,77.80023,84.61353335373252
2023-01-31,95.959999,122.40460071752496,74.1631000811544,76.40724,78.647896,85.34971010951038
2023-02-01,97.209999,122.46145134953292,74.1631000811544,77.1575,78.54678,85.60359414939374
2023-02-02,100.029999,127.8274759363088,74.1631000811544,77.95046,79.073814,87.0613065768706
2023-02-03,97.129997,127.9352262674359,74.1631000811544,78.89373,80.29922,87.88015191788
2023-02-06,95.720001,122.82365225895722,74.1631000811544,80.15073,82.51097,88.23324491993462
2023-02-07,96.709999,122.88640046276616,74.1631000811544,81.3189,83.81068,89.15512949715507
2023-02-08,94.620003,123.02417765798936,74.1631000811544,82.24115,84.23669,89.68010215877068
2023-02-09,91.870003,123.21019645693136,74.1631000811544,83.21212,85.106026,90.393625438837
2023-02-10,93.129997,123.31235256498547,74.1631000811544,83.91274,85.14638,90.68871020293554
2023-02-13,96.440002,128.72369944095743,74.1631000811544,84.23158,84.62789,91.59619199356412
2023-02-14,96.769997,128.87482287571862,74.1631000811544,84.383606,84.17526,91.51530337277576
2023-02-15,96.629997,123.80272907881756,74.1631000811544,84.650024,84.26597,90.731931027091
2023-02-16,94.440002,123.89920079865828,74.1631000811544,84.91982,84.45052,90.91749777671976
2023-02-17,93.519997,124.06321629907173,74.1631000811544,85.215645,84.796425,91.1838195442559
2023-02-21,90.730003,124.26644655196571,74.1631000811544,85.23432,84.48653,91.1145262778871
2023-02-22,90.900002,124.37547882269808,74.1631000811544,85.07138,83.91993,90.86673720163688
2023-02-23,91.019997,129.78233108358245,74.1631000811544,84.448,82.651985,91.1479330429231
2023-02-24,89.059998,129.91685865142594,74.1631000811544,83.66166,81.74786,90.54864162293084
2023-02-27,89.93,124.81566573665106,74.1631000811544,83.00938,81.55627,89.31364488277242
2023-02-28,90.800003,124.87047577382036,74.1631000811544,82.319214,81.14724,88.91640807213945
2023-03-01,89.779999,124.98055496410956,74.1631000811544,81.77038,81.05099,88.69602015657222
2023-03-02,89.059998,125.11820427157308,74.1631000811544,81.32487,81.07032,88.56137587789142
2023-03-03,91.220001,125.15096820949012,74.1631000811544,80.92746,80.86094,88.34238950707555
2023-03-06,91.519997,130.47212528336686,74.1631000811544,80.738365,80.90288,89.2480110034953
2023-03-07,89.470001,130.51306217695472,74.1631000811544,80.95635,81.64761,89.60840464173634
2023-03-08,91.510002,125.31214529766952,74.1631000811544,81.34615,82.18007,89.00894170217178
2023-03-09,84.989998,125.2630446916368,74.1631000811544,81.46962,81.90099,88.94448774673316
2023-03-10,80.220001,125.26710607710515,74.1631000811544,81.50445,81.83592,88.93451955345657
2023-03-13,83.480003,125.29878769734334,74.1631000811544,81.17256,81.196625,88.58309701285495
2023-03-14,86.209999,125.2278118854924,74.1631000811544,80.464294,80.15533,87.92587000623894
