ds,yhat
2023-11-11,147.5658830701855
2023-11-12,147.56858638452505
2023-11-13,147.56842073966254
2023-11-14,147.56843088950714
2023-11-15,147.56843026757812
2023-11-16,147.56843030568666
2023-11-17,147.56843030335156
2023-11-18,147.56843030349464
2023-11-19,147.56843030348588
2023-11-20,147.56843030348642
2023-11-21,147.5684303034864
2023-11-22,147.5684303034864
2023-11-23,147.5684303034864
2023-11-24,147.5684303034864
2023-11-25,147.5684303034864
2023-11-26,147.5684303034864
2023-11-27,147.5684303034864
2023-11-28,147.5684303034864
2023-11-29,147.5684303034864
2023-11-30,147.5684303034864
2023-12-01,147.5684303034864
2023-12-02,147.5684303034864
2023-12-03,147.5684303034864
2023-12-04,147.5684303034864
2023-12-05,147.5684303034864
2023-12-06,147.5684303034864
2023-12-07,147.5684303034864
2023-12-08,147.5684303034864
2023-12-09,147.5684303034864
2023-12-10,147.5684303034864
2023-12-11,147.5684303034864
2023-12-12,147.5684303034864
2023-12-13,147.5684303034864
2023-12-14,147.5684303034864
2023-12-15,147.5684303034864
2023-12-16,147.5684303034864
2023-12-17,147.5684303034864
2023-12-18,147.5684303034864
2023-12-19,147.5684303034864
2023-12-20,147.5684303034864
2023-12-21,147.5684303034864
2023-12-22,147.5684303034864
2023-12-23,147.5684303034864
2023-12-24,147.5684303034864
2023-12-25,147.5684303034864
2023-12-26,147.5684303034864
2023-12-27,147.5684303034864
2023-12-28,147.5684303034864
2023-12-29,147.5684303034864
2023-12-30,147.5684303034864
2023-12-31,147.5684303034864
2024-01-01,147.5684303034864
2024-01-02,147.5684303034864
2024-01-03,147.5684303034864
2024-01-04,147.5684303034864
2024-01-05,147.5684303034864
