ds,yhat
2023-11-11,122.66735055109869
2023-11-12,122.66811183337981
2023-11-13,122.66809408104437
2023-11-14,122.66809449501095
2023-11-15,122.66809448535767
2023-11-16,122.66809448558277
2023-11-17,122.66809448557753
2023-11-18,122.66809448557765
2023-11-19,122.66809448557765
2023-11-20,122.66809448557765
2023-11-21,122.66809448557765
2023-11-22,122.66809448557765
2023-11-23,122.66809448557765
2023-11-24,122.66809448557765
2023-11-25,122.66809448557765
2023-11-26,122.66809448557765
2023-11-27,122.66809448557765
2023-11-28,122.66809448557765
2023-11-29,122.66809448557765
2023-11-30,122.66809448557765
2023-12-01,122.66809448557765
2023-12-02,122.66809448557765
2023-12-03,122.66809448557765
2023-12-04,122.66809448557765
2023-12-05,122.66809448557765
2023-12-06,122.66809448557765
2023-12-07,122.66809448557765
2023-12-08,122.66809448557765
2023-12-09,122.66809448557765
2023-12-10,122.66809448557765
2023-12-11,122.66809448557765
2023-12-12,122.66809448557765
2023-12-13,122.66809448557765
2023-12-14,122.66809448557765
2023-12-15,122.66809448557765
2023-12-16,122.66809448557765
2023-12-17,122.66809448557765
2023-12-18,122.66809448557765
2023-12-19,122.66809448557765
2023-12-20,122.66809448557765
2023-12-21,122.66809448557765
2023-12-22,122.66809448557765
2023-12-23,122.66809448557765
2023-12-24,122.66809448557765
2023-12-25,122.66809448557765
2023-12-26,122.66809448557765
2023-12-27,122.66809448557765
2023-12-28,122.66809448557765
2023-12-29,122.66809448557765
2023-12-30,122.66809448557765
2023-12-31,122.66809448557765
2024-01-01,122.66809448557765
2024-01-02,122.66809448557765
2024-01-03,122.66809448557765
2024-01-04,122.66809448557765
2024-01-05,122.66809448557765
