ds,yhat
2023-11-11,128.68968753730346
2023-11-12,128.6928784112924
2023-11-13,128.69270959582116
2023-11-14,128.69271852712444
2023-11-15,128.69271805460744
2023-11-16,128.6927180796063
2023-11-17,128.69271807828372
2023-11-18,128.6927180783537
2023-11-19,128.69271807835
2023-11-20,128.6927180783502
2023-11-21,128.6927180783502
2023-11-22,128.6927180783502
2023-11-23,128.6927180783502
2023-11-24,128.6927180783502
2023-11-25,128.6927180783502
2023-11-26,128.6927180783502
2023-11-27,128.6927180783502
2023-11-28,128.6927180783502
2023-11-29,128.6927180783502
2023-11-30,128.6927180783502
2023-12-01,128.6927180783502
2023-12-02,128.6927180783502
2023-12-03,128.6927180783502
2023-12-04,128.6927180783502
2023-12-05,128.6927180783502
2023-12-06,128.6927180783502
2023-12-07,128.6927180783502
2023-12-08,128.6927180783502
2023-12-09,128.6927180783502
2023-12-10,128.6927180783502
2023-12-11,128.6927180783502
2023-12-12,128.6927180783502
2023-12-13,128.6927180783502
2023-12-14,128.6927180783502
2023-12-15,128.6927180783502
2023-12-16,128.6927180783502
2023-12-17,128.6927180783502
2023-12-18,128.6927180783502
2023-12-19,128.6927180783502
2023-12-20,128.6927180783502
2023-12-21,128.6927180783502
2023-12-22,128.6927180783502
2023-12-23,128.6927180783502
2023-12-24,128.6927180783502
2023-12-25,128.6927180783502
2023-12-26,128.6927180783502
2023-12-27,128.6927180783502
2023-12-28,128.6927180783502
2023-12-29,128.6927180783502
2023-12-30,128.6927180783502
2023-12-31,128.6927180783502
2024-01-01,128.6927180783502
2024-01-02,128.6927180783502
2024-01-03,128.6927180783502
2024-01-04,128.6927180783502
2024-01-05,128.6927180783502
