ds,yhat
2023-11-11,91.19567020865314
2023-11-12,91.19580393191802
2023-11-13,91.19579979908374
2023-11-14,91.1957999268126
2023-11-15,91.19579992286502
2023-11-16,91.19579992298702
2023-11-17,91.19579992298326
2023-11-18,91.19579992298337
2023-11-19,91.19579992298337
2023-11-20,91.19579992298337
2023-11-21,91.19579992298337
2023-11-22,91.19579992298337
2023-11-23,91.19579992298337
2023-11-24,91.19579992298337
2023-11-25,91.19579992298337
2023-11-26,91.19579992298337
2023-11-27,91.19579992298337
2023-11-28,91.19579992298337
2023-11-29,91.19579992298337
2023-11-30,91.19579992298337
2023-12-01,91.19579992298337
2023-12-02,91.19579992298337
2023-12-03,91.19579992298337
2023-12-04,91.19579992298337
2023-12-05,91.19579992298337
2023-12-06,91.19579992298337
2023-12-07,91.19579992298337
2023-12-08,91.19579992298337
2023-12-09,91.19579992298337
2023-12-10,91.19579992298337
2023-12-11,91.19579992298337
2023-12-12,91.19579992298337
2023-12-13,91.19579992298337
2023-12-14,91.19579992298337
2023-12-15,91.19579992298337
2023-12-16,91.19579992298337
2023-12-17,91.19579992298337
2023-12-18,91.19579992298337
2023-12-19,91.19579992298337
2023-12-20,91.19579992298337
2023-12-21,91.19579992298337
2023-12-22,91.19579992298337
2023-12-23,91.19579992298337
2023-12-24,91.19579992298337
2023-12-25,91.19579992298337
2023-12-26,91.19579992298337
2023-12-27,91.19579992298337
2023-12-28,91.19579992298337
2023-12-29,91.19579992298337
2023-12-30,91.19579992298337
2023-12-31,91.19579992298337
2024-01-01,91.19579992298337
2024-01-02,91.19579992298337
2024-01-03,91.19579992298337
2024-01-04,91.19579992298337
2024-01-05,91.19579992298337
