ds,yhat
2023-11-11,93.94457014814536
2023-11-12,93.94610998458757
2023-11-13,93.94601674759015
2023-11-14,93.94602239308433
2023-11-15,93.94602205125003
2023-11-16,93.94602207194806
2023-11-17,93.9460220706948
2023-11-18,93.94602207077068
2023-11-19,93.94602207076609
2023-11-20,93.94602207076638
2023-11-21,93.94602207076636
2023-11-22,93.94602207076636
2023-11-23,93.94602207076636
2023-11-24,93.94602207076636
2023-11-25,93.94602207076636
2023-11-26,93.94602207076636
2023-11-27,93.94602207076636
2023-11-28,93.94602207076636
2023-11-29,93.94602207076636
2023-11-30,93.94602207076636
2023-12-01,93.94602207076636
2023-12-02,93.94602207076636
2023-12-03,93.94602207076636
2023-12-04,93.94602207076636
2023-12-05,93.94602207076636
2023-12-06,93.94602207076636
2023-12-07,93.94602207076636
2023-12-08,93.94602207076636
2023-12-09,93.94602207076636
2023-12-10,93.94602207076636
2023-12-11,93.94602207076636
2023-12-12,93.94602207076636
2023-12-13,93.94602207076636
2023-12-14,93.94602207076636
2023-12-15,93.94602207076636
2023-12-16,93.94602207076636
2023-12-17,93.94602207076636
2023-12-18,93.94602207076636
2023-12-19,93.94602207076636
2023-12-20,93.94602207076636
2023-12-21,93.94602207076636
2023-12-22,93.94602207076636
2023-12-23,93.94602207076636
2023-12-24,93.94602207076636
2023-12-25,93.94602207076636
2023-12-26,93.94602207076636
2023-12-27,93.94602207076636
2023-12-28,93.94602207076636
2023-12-29,93.94602207076636
2023-12-30,93.94602207076636
2023-12-31,93.94602207076636
2024-01-01,93.94602207076636
2024-01-02,93.94602207076636
2024-01-03,93.94602207076636
2024-01-04,93.94602207076636
2024-01-05,93.94602207076636
