ds,yhat
2023-11-11,147.25942681419465
2023-11-12,147.258904073775
2023-11-13,147.25893306103842
2023-11-14,147.25893145362218
2023-11-15,147.25893154275744
2023-11-16,147.25893153781468
2023-11-17,147.25893153808877
2023-11-18,147.25893153807357
2023-11-19,147.25893153807442
2023-11-20,147.25893153807436
2023-11-21,147.25893153807436
2023-11-22,147.25893153807436
2023-11-23,147.25893153807436
2023-11-24,147.25893153807436
2023-11-25,147.25893153807436
2023-11-26,147.25893153807436
2023-11-27,147.25893153807436
2023-11-28,147.25893153807436
2023-11-29,147.25893153807436
2023-11-30,147.25893153807436
2023-12-01,147.25893153807436
2023-12-02,147.25893153807436
2023-12-03,147.25893153807436
2023-12-04,147.25893153807436
2023-12-05,147.25893153807436
2023-12-06,147.25893153807436
2023-12-07,147.25893153807436
2023-12-08,147.25893153807436
2023-12-09,147.25893153807436
2023-12-10,147.25893153807436
2023-12-11,147.25893153807436
2023-12-12,147.25893153807436
2023-12-13,147.25893153807436
2023-12-14,147.25893153807436
2023-12-15,147.25893153807436
2023-12-16,147.25893153807436
2023-12-17,147.25893153807436
2023-12-18,147.25893153807436
2023-12-19,147.25893153807436
2023-12-20,147.25893153807436
2023-12-21,147.25893153807436
2023-12-22,147.25893153807436
2023-12-23,147.25893153807436
2023-12-24,147.25893153807436
2023-12-25,147.25893153807436
2023-12-26,147.25893153807436
2023-12-27,147.25893153807436
2023-12-28,147.25893153807436
2023-12-29,147.25893153807436
2023-12-30,147.25893153807436
2023-12-31,147.25893153807436
2024-01-01,147.25893153807436
2024-01-02,147.25893153807436
2024-01-03,147.25893153807436
2024-01-04,147.25893153807436
2024-01-05,147.25893153807436
