ds,yhat
2023-11-11,196.72121842187917
2023-11-12,196.72274641299242
2023-11-13,196.72277919327735
2023-11-14,196.72277989651906
2023-11-15,196.72277991160584
2023-11-16,196.7227799119295
2023-11-17,196.72277991193644
2023-11-18,196.72277991193658
2023-11-19,196.72277991193658
2023-11-20,196.72277991193658
2023-11-21,196.72277991193658
2023-11-22,196.72277991193658
2023-11-23,196.72277991193658
2023-11-24,196.72277991193658
2023-11-25,196.72277991193658
2023-11-26,196.72277991193658
2023-11-27,196.72277991193658
2023-11-28,196.72277991193658
2023-11-29,196.72277991193658
2023-11-30,196.72277991193658
2023-12-01,196.72277991193658
2023-12-02,196.72277991193658
2023-12-03,196.72277991193658
2023-12-04,196.72277991193658
2023-12-05,196.72277991193658
2023-12-06,196.72277991193658
2023-12-07,196.72277991193658
2023-12-08,196.72277991193658
2023-12-09,196.72277991193658
2023-12-10,196.72277991193658
2023-12-11,196.72277991193658
2023-12-12,196.72277991193658
2023-12-13,196.72277991193658
2023-12-14,196.72277991193658
2023-12-15,196.72277991193658
2023-12-16,196.72277991193658
2023-12-17,196.72277991193658
2023-12-18,196.72277991193658
2023-12-19,196.72277991193658
2023-12-20,196.72277991193658
2023-12-21,196.72277991193658
2023-12-22,196.72277991193658
2023-12-23,196.72277991193658
2023-12-24,196.72277991193658
2023-12-25,196.72277991193658
2023-12-26,196.72277991193658
2023-12-27,196.72277991193658
2023-12-28,196.72277991193658
2023-12-29,196.72277991193658
2023-12-30,196.72277991193658
2023-12-31,196.72277991193658
2024-01-01,196.72277991193658
2024-01-02,196.72277991193658
2024-01-03,196.72277991193658
2024-01-04,196.72277991193658
2024-01-05,196.72277991193658
