ds,yhat
2023-11-11,113.41561652365242
2023-11-12,113.41582814301135
2023-11-13,113.41582630655951
2023-11-14,113.4158263224964
2023-11-15,113.4158263223581
2023-11-16,113.4158263223593
2023-11-17,113.41582632235928
2023-11-18,113.41582632235928
2023-11-19,113.41582632235928
2023-11-20,113.41582632235928
2023-11-21,113.41582632235928
2023-11-22,113.41582632235928
2023-11-23,113.41582632235928
2023-11-24,113.41582632235928
2023-11-25,113.41582632235928
2023-11-26,113.41582632235928
2023-11-27,113.41582632235928
2023-11-28,113.41582632235928
2023-11-29,113.41582632235928
2023-11-30,113.41582632235928
2023-12-01,113.41582632235928
2023-12-02,113.41582632235928
2023-12-03,113.41582632235928
2023-12-04,113.41582632235928
2023-12-05,113.41582632235928
2023-12-06,113.41582632235928
2023-12-07,113.41582632235928
2023-12-08,113.41582632235928
2023-12-09,113.41582632235928
2023-12-10,113.41582632235928
2023-12-11,113.41582632235928
2023-12-12,113.41582632235928
2023-12-13,113.41582632235928
2023-12-14,113.41582632235928
2023-12-15,113.41582632235928
2023-12-16,113.41582632235928
2023-12-17,113.41582632235928
2023-12-18,113.41582632235928
2023-12-19,113.41582632235928
2023-12-20,113.41582632235928
2023-12-21,113.41582632235928
2023-12-22,113.41582632235928
2023-12-23,113.41582632235928
2023-12-24,113.41582632235928
2023-12-25,113.41582632235928
2023-12-26,113.41582632235928
2023-12-27,113.41582632235928
2023-12-28,113.41582632235928
2023-12-29,113.41582632235928
2023-12-30,113.41582632235928
2023-12-31,113.41582632235928
2024-01-01,113.41582632235928
2024-01-02,113.41582632235928
2024-01-03,113.41582632235928
2024-01-04,113.41582632235928
2024-01-05,113.41582632235928
