ds,yhat
2023-11-11,103.69999883303089
2023-11-12,103.7031635337063
2023-11-13,103.70296323177392
2023-11-14,103.70297590939124
2023-11-15,103.70297510699268
2023-11-16,103.70297515777852
2023-11-17,103.70297515456416
2023-11-18,103.7029751547676
2023-11-19,103.70297515475472
2023-11-20,103.70297515475553
2023-11-21,103.70297515475548
2023-11-22,103.70297515475548
2023-11-23,103.70297515475548
2023-11-24,103.70297515475548
2023-11-25,103.70297515475548
2023-11-26,103.70297515475548
2023-11-27,103.70297515475548
2023-11-28,103.70297515475548
2023-11-29,103.70297515475548
2023-11-30,103.70297515475548
2023-12-01,103.70297515475548
2023-12-02,103.70297515475548
2023-12-03,103.70297515475548
2023-12-04,103.70297515475548
2023-12-05,103.70297515475548
2023-12-06,103.70297515475548
2023-12-07,103.70297515475548
2023-12-08,103.70297515475548
2023-12-09,103.70297515475548
2023-12-10,103.70297515475548
2023-12-11,103.70297515475548
2023-12-12,103.70297515475548
2023-12-13,103.70297515475548
2023-12-14,103.70297515475548
2023-12-15,103.70297515475548
2023-12-16,103.70297515475548
2023-12-17,103.70297515475548
2023-12-18,103.70297515475548
2023-12-19,103.70297515475548
2023-12-20,103.70297515475548
2023-12-21,103.70297515475548
2023-12-22,103.70297515475548
2023-12-23,103.70297515475548
2023-12-24,103.70297515475548
2023-12-25,103.70297515475548
2023-12-26,103.70297515475548
2023-12-27,103.70297515475548
2023-12-28,103.70297515475548
2023-12-29,103.70297515475548
2023-12-30,103.70297515475548
2023-12-31,103.70297515475548
2024-01-01,103.70297515475548
2024-01-02,103.70297515475548
2024-01-03,103.70297515475548
2024-01-04,103.70297515475548
2024-01-05,103.70297515475548
