ds,yhat
2023-11-11,350.41584190092584
2023-11-12,350.42457338716235
2023-11-13,350.42404452398983
2023-11-14,350.4240765570536
2023-11-15,350.4240746168217
2023-11-16,350.4240747343409
2023-11-17,350.4240747272228
2023-11-18,350.42407472765393
2023-11-19,350.42407472762784
2023-11-20,350.42407472762943
2023-11-21,350.4240747276293
2023-11-22,350.4240747276293
2023-11-23,350.4240747276293
2023-11-24,350.4240747276293
2023-11-25,350.4240747276293
2023-11-26,350.4240747276293
2023-11-27,350.4240747276293
2023-11-28,350.4240747276293
2023-11-29,350.4240747276293
2023-11-30,350.4240747276293
2023-12-01,350.4240747276293
2023-12-02,350.4240747276293
2023-12-03,350.4240747276293
2023-12-04,350.4240747276293
2023-12-05,350.4240747276293
2023-12-06,350.4240747276293
2023-12-07,350.4240747276293
2023-12-08,350.4240747276293
2023-12-09,350.4240747276293
2023-12-10,350.4240747276293
2023-12-11,350.4240747276293
2023-12-12,350.4240747276293
2023-12-13,350.4240747276293
2023-12-14,350.4240747276293
2023-12-15,350.4240747276293
2023-12-16,350.4240747276293
2023-12-17,350.4240747276293
2023-12-18,350.4240747276293
2023-12-19,350.4240747276293
2023-12-20,350.4240747276293
2023-12-21,350.4240747276293
2023-12-22,350.4240747276293
2023-12-23,350.4240747276293
2023-12-24,350.4240747276293
2023-12-25,350.4240747276293
2023-12-26,350.4240747276293
2023-12-27,350.4240747276293
2023-12-28,350.4240747276293
2023-12-29,350.4240747276293
2023-12-30,350.4240747276293
2023-12-31,350.4240747276293
2024-01-01,350.4240747276293
2024-01-02,350.4240747276293
2024-01-03,350.4240747276293
2024-01-04,350.4240747276293
2024-01-05,350.4240747276293
