ds,yhat
2023-11-11,60.053181881615814
2023-11-12,60.07780855942039
2023-11-13,60.024623103317815
2023-11-14,60.05822396948168
2023-11-15,60.08502760710484
2023-11-16,60.09565165601105
2023-11-17,60.11634967697889
2023-11-18,60.21362991430156
2023-11-19,60.23315021173739
2023-11-20,60.17403884605403
2023-11-21,60.20092516195172
2023-11-22,60.220276601546885
2023-11-23,60.22278171171269
2023-11-24,60.23478408985814
2023-11-25,60.32289977259985
2023-11-26,60.33291021079961
2023-11-27,60.26408063453759
2023-11-28,60.28118774740118
2023-11-29,60.290853413765845
2023-11-30,60.283924006007055
2023-12-01,60.28690046684077
2023-12-02,60.36655169432631
2023-12-03,60.368803501745546
2023-12-04,60.293053067350236
2023-12-05,60.30419292433349
2023-12-06,60.308941262092105
2023-12-07,60.298218306443495
2023-12-08,60.29857392510789
2023-12-09,60.37679914478696
2023-12-10,60.37881389614398
2023-12-11,60.30398094903975
2023-12-12,60.317130117451526
2023-12-13,60.32488951484447
2023-12-14,60.31806361743229
2023-12-15,60.32306325149231
2023-12-16,60.40652014153657
2023-12-17,60.414178267835275
2023-12-18,60.34521191115843
2023-12-19,60.36425436509196
2023-12-20,60.37773398553326
2023-12-21,60.37625721444431
2023-12-22,60.386043567580394
2023-12-23,60.47354509383596
2023-12-24,60.48434242625468
2023-12-25,60.41746717829841
2023-12-26,60.43743454899869
2023-12-27,60.45058270060502
2023-12-28,60.4474584534725
2023-12-29,60.454254211808035
2023-12-30,60.537428570208895
2023-12-31,60.542602683391685
2024-01-01,60.46888213625847
2024-01-02,60.48088818325666
2024-01-03,60.48509494775034
2024-01-04,60.47221217442963
2024-01-05,60.468618516689716
