,TICKER,mse,mape,directional_accuracy
0,APD,665.7159327341246,8.299422227509234,0.5462962962962963
1,CRH,172.19604404358424,23.00341223785173,0.39814814814814814
2,FCX,11.75309182055438,7.081313503456841,0.004629629629629629
3,DOW,19.712968794748907,6.54006468849312,0.013888888888888888
4,ECL,656.0017940815537,13.15948734278701,0.5324074074074074
5,CTVA,29.158701063043832,8.293993115427318,0.004629629629629629
6,NUE,711.6485973689598,15.065986772048886,0.0
7,LIN,1358.7206266259263,8.789470826611169,0.5324074074074074
8,SCCO,291.27369259116057,21.602368924464653,0.49074074074074076
9,SHW,330.6284124793788,6.091371582016319,0.5046296296296297
10,CHTR,3478.1705526782184,11.370451629334367,0.046296296296296294
11,CMCSA,46.41032022155932,14.242380346867092,0.18518518518518517
12,DIS,98.07638050475792,7.760337857614019,0.5324074074074074
13,GOOG,902.8709888212292,20.969831180013518,0.5370370370370371
14,META,20405.326966231172,48.43557648609822,0.11574074074074074
15,NFLX,8925.384794380258,20.402580101458874,0.4861111111111111
16,T,7.217099163663939,14.946359970588171,0.375
17,TMUS,27.221317875705704,2.9460768822621035,0.06944444444444445
18,VZ,17.659315632693335,10.240343797456429,0.4351851851851852
19,ABNB,1586.2607762883954,29.637664415644373,0.0
20,AMZN,1393.9408613264911,26.855229319628844,0.12037037037037036
21,HD,463.1453049072382,6.138318918294892,0.5046296296296297
22,BKNG,655125.4638309234,26.892593381490613,0.47685185185185186
23,LOW,228.1755437640213,5.429594157931584,0.49537037037037035
24,MCD,333.22218388009145,5.309328466658676,0.5231481481481481
25,NKE,160.28916518846174,10.126547192224464,0.4583333333333333
26,TJX,30.74537286773133,5.23954668928532,0.5046296296296297
27,SBUX,34.24785278292718,4.695160254803999,0.5
28,TSLA,10064.591113111053,39.94003817560639,0.027777777777777776
29,CL,21.258300251033123,5.494579319247472,0.5138888888888888
30,KO,14.761450357511064,5.2367466974584715,0.5
31,COST,4545.41336948596,11.375312675108557,0.5740740740740741
32,MDLZ,27.43453498480344,5.935215589704797,0.004629629629629629
33,MNST,24.8030544875132,6.989304637854336,0.48148148148148145
34,MO,4.530496555688183,3.7235897191396194,0.16203703703703703
35,PEP,96.6411992084504,4.33589722230721,0.5277777777777778
36,PG,44.06729701793655,3.573443640907787,0.5555555555555556
37,WMT,140.61407313528144,6.348452424595359,0.5509259259259259
38,PM,38.89089126914817,5.592792372640622,0.375
39,COP,122.83632437900505,8.501907003804247,0.023148148148148147
40,CVX,410.9953557592853,11.696889548842917,0.49074074074074076
41,EOG,131.4021475010879,7.774854946524025,0.018518518518518517
42,EPD,5.347963346893886,8.362244861151554,0.28703703703703703
43,OXY,8.17187062385824,3.891129980973431,0.44907407407407407
44,MPC,274.50957365294806,10.055127261190874,0.5462962962962963
45,PSX,74.04377611088508,6.898628899076174,0.004629629629629629
46,PXD,315.966083293845,6.94760822732339,0.009259259259259259
47,SLB,25.903690050324908,8.59274202449643,0.0
48,XOM,24.550455200550147,3.966139609632694,0.5046296296296297
49,BAC,18.722515269126237,13.752370981703516,0.004629629629629629
50,BRK-B,633.1958606104406,5.868194631967228,0.5324074074074074
51,GS,451.14045408672473,5.574689610109893,0.009259259259259259
52,BX,477.1958984924519,20.28205357559087,0.41203703703703703
53,JPM,109.86294173647495,6.068647033493742,0.4675925925925926
54,MA,807.099363974048,6.361059155326881,0.5092592592592593
55,MS,48.226770335313816,5.871569604295413,0.0
56,V,396.3684352277095,8.046642718509041,0.5277777777777778
57,SPGI,1438.2388887120044,8.208009427391557,0.5509259259259259
58,ABBV,441.9840987280399,13.087005781831984,0.48148148148148145
59,WFC,8.769227509205354,5.356551849359093,0.4861111111111111
60,ABT,85.01476489804593,7.386406481118862,0.4722222222222222
61,DHR,522.6796816047105,9.35704335840156,0.5324074074074074
62,AMGN,671.0928887385038,9.128632197846061,0.4583333333333333
63,LLY,14344.083029775979,18.85563032002288,0.5601851851851852
64,JNJ,331.4981182560128,10.61963666528233,0.4398148148148148
65,MRK,27.11021994500385,4.1338854043105515,0.5231481481481481
66,PFE,191.3681068444518,36.191293966053614,0.023148148148148147
67,UNH,2170.9628334319527,8.86490268518106,0.5138888888888888
68,TMO,2005.1415547040172,6.657089101919358,0.4861111111111111
69,BA,468.7900747841134,8.67078273257415,0.06018518518518518
70,ADP,392.2682166496106,7.543385386734547,0.49537037037037035
71,CAT,524.0074203289778,7.7618259865709875,0.49074074074074076
72,RTX,202.71128540208514,12.65564674801901,0.46296296296296297
73,HON,513.4200331240406,10.883379512225664,0.4861111111111111
74,LMT,1693.4216630030048,7.982316807158236,0.4675925925925926
75,GE,1411.389473178382,34.09534112447902,0.046296296296296294
76,UNP,105.77439719962267,4.073012630435317,0.4861111111111111
77,DE,1638.2383485197843,8.822035725815581,0.5092592592592593
78,UPS,196.45906535819128,6.765597357239239,0.004629629629629629
79,AMT,877.0980114726208,14.001139549809894,0.4537037037037037
80,CCI,696.4366893071127,21.43053756285668,0.5138888888888888
81,CSGP,36.5188482465156,6.144285316458729,0.5324074074074074
82,DLR,237.33060945100394,10.843541944803704,0.46296296296296297
83,EQIX,9195.832457964156,11.687008352961625,0.4583333333333333
84,O,35.4217297468948,7.98290445241045,0.5416666666666666
85,WELL,234.78333568298243,17.68569675078533,0.4861111111111111
86,PSA,298.64236920509103,4.855112654919861,0.48148148148148145
87,PLD,108.56691691292092,7.937306700717289,0.46296296296296297
88,AAPL,1730.9741503245473,21.98420067796407,0.5462962962962963
89,ADBE,18688.78863906486,21.745714035254885,0.5185185185185185
