TICKER,weight_arima,weight_gru,weight_lstm,weight_prophet
AMT,0.11218799871366916,0.4303322909156373,0.377979137592338,0.07950057277835572
CCI,0.15970004956080996,0.49585432618935427,0.23381385876837077,0.11063176548146494
CSGP,0.27399868451379805,0.2763927019805022,0.3054131384313305,0.14419547507436933
DLR,0.17143976305247707,0.34462141762400156,0.36521707334879644,0.1187217459747248
EQIX,0.11303144020441395,0.41659641293548455,0.35804358174824535,0.11232856511185606
O,0.18737316121347708,0.4304418021413686,0.2671277923026053,0.115057244342549
WELL,0.06467613542314063,0.4285465388913172,0.37204070643229736,0.13473661925324473
PSA,0.18555849655831277,0.3672773315182408,0.30406265284081035,0.14310151908263605
PLD,0.20774181444696077,0.31821246196026776,0.3549748860388835,0.11907083755388795
AAPL,0.1021172006126775,0.41593801958244275,0.3651073132718791,0.11683746653300055
ADBE,0.1396357063225159,0.41043124085217136,0.32843013458840065,0.12150291823691205
ACN,0.16766569089968283,0.3837954711657945,0.33791497784719504,0.1106238600873276
AMD,0.1269553195889613,0.32080568714580876,0.356836023616163,0.1954029696490668
AVGO,0.11400481251345052,0.4071889223306218,0.3488012529853069,0.13000501217062077
CRM,0.02384266755488588,0.46905678786255567,0.38629113104406226,0.12080941353849622
CSCO,0.11050577290706128,0.22734733769882567,0.5571410383442261,0.10500585104988683
NVDA,0.12428181594793015,0.3837517791518152,0.35254853110629525,0.13941787379395942
ORCL,0.24331085093000485,0.26639842530904084,0.23958837355629808,0.25070235020465625
AEP,0.15267692662962143,0.16859081755451458,0.5590913519710571,0.11964090384480686
MSFT,0.11340881999363099,0.3922203725032265,0.34792241074727426,0.14644839675586827
CEG,0.23616295499239434,0.27707976552380104,0.23344414563426388,0.2533131338495408
D,0.12096983020326575,0.35406077010410614,0.30769855334134905,0.2172708463512791
DUK,0.10652540777631646,0.41019748139464846,0.3884963716801159,0.09478073914891921
NEE,0.21168787850871373,0.29492923937691,0.27682439783649,0.2165584842778862
EXC,0.13938192098515242,0.3532187202904195,0.33839066511877425,0.1690086936056537
SO,0.19138997412102846,0.23041775544310822,0.350638600980466,0.22755366945539732
PCG,0.4579874065394224,0.30909773758264575,0.19980507509350154,0.03310978078443028
SRE,0.19346443418770898,0.40857002173559165,0.27922180589874546,0.11874373817795399
XEL,0.16213959173223952,0.5007808917854869,0.2115275151486378,0.12555200133363584
