,TICKER,mse,mape,directional_accuracy
0,DOW,10.606325611303955,4.5076342691133755,0.4838709677419355
1,APD,68.44380395269431,2.3324293168802526,0.41935483870967744
2,CRH,4.066551560528422,3.1858413012316253,0.5391705069124424
3,NUE,38.325673499332886,3.0783639683339143,0.5023041474654378
4,ECL,56.93522038765198,3.7886703239651647,0.4700460829493088
5,LIN,55.90007347776469,1.616118931968924,0.5023041474654378
6,FCX,3.8821144051012375,3.9843848375737783,0.5207373271889401
7,SCCO,30.264234274892157,5.981912527090124,0.4930875576036866
8,CTVA,42.89661925005448,9.985250527529033,0.511520737327189
9,SHW,45.46578123405633,2.242595578059163,0.4976958525345622
10,GOOG,52.171790118873936,5.323344009469145,0.5069124423963134
11,DIS,67.21461584658816,8.328006087245447,0.4976958525345622
12,CMCSA,8.762756514031071,6.46990236432187,0.4470046082949309
13,CHTR,311.58819337844545,3.9988339350457514,0.4608294930875576
14,META,130.1874114773415,3.592979329347523,0.5345622119815668
15,NFLX,317.69296345489573,3.855541217553794,0.5299539170506913
16,T,7.098458476990307,14.999630857264771,0.4976958525345622
17,TMUS,10.935349399278058,1.8394518715167574,0.4608294930875576
18,ABNB,301.10072359577686,11.49272028472752,0.45622119815668205
19,VZ,19.63471085923979,10.220368100097923,0.511520737327189
20,HD,43.09354630546978,1.6714068774180055,0.4838709677419355
21,AMZN,16.028615795084903,2.6223885959834123,0.46543778801843316
22,MCD,60.53722930372708,2.398030636220721,0.43317972350230416
23,BKNG,7143.79534515428,2.3273987340627627,0.45161290322580644
24,LOW,37.026246595402995,2.3192355059760956,0.4930875576036866
25,TSLA,241.74486837620285,6.101668070856862,0.576036866359447
26,NKE,19.38387718173388,3.2486601668371975,0.5207373271889401
27,TJX,3.7620683374208492,1.9550115477874674,0.4976958525345622
28,CL,10.330316845846347,3.515509063738489,0.5391705069124424
29,COST,86.20561032601972,1.4724601293828865,0.5253456221198156
30,SBUX,22.497571825268594,3.889521730807821,0.5207373271889401
31,KO,3.603008543044446,2.4605029162111025,0.5161290322580645
32,MNST,7.808163184273493,4.147194499764,0.5207373271889401
33,MO,1.4228558301843468,2.1454855753928714,0.5161290322580645
34,MDLZ,17.25205321610775,4.374565308893922,0.4976958525345622
35,PEP,133.42701281890783,5.247852226227567,0.5161290322580645
36,WMT,7.408267300104451,1.4256284437196554,0.5207373271889401
37,PG,9.742425363025813,1.7312866651162238,0.5161290322580645
38,PM,11.265313835243717,2.9475071945783036,0.5253456221198156
39,COP,13.841820268949705,2.7103765419738712,0.5023041474654378
40,CVX,25.5625954558468,2.4255941046333995,0.4976958525345622
41,EOG,20.269297179809254,3.0497350784895154,0.4838709677419355
42,EPD,0.44463411143977905,2.1324201809753207,0.5483870967741935
43,MPC,29.419682381098752,3.2164356321638055,0.5207373271889401
44,OXY,5.364118449281072,3.0705411643157583,0.4792626728110599
45,PSX,326.4211183086178,12.574878384355797,0.511520737327189
46,SLB,14.154579806631787,5.809086883087977,0.4792626728110599
47,PXD,105.61680273489995,3.8425668348384465,0.5161290322580645
48,XOM,17.48903929700659,3.032212136549852,0.4608294930875576
49,BX,61.53018623789597,6.457991423576738,0.5069124423963134
50,BRK-B,25.743073504827628,1.2463090610054346,0.4976958525345622
51,BAC,2.539890826749041,4.163288159612959,0.4930875576036866
52,GS,129.25565913193375,2.78719399847887,0.5161290322580645
53,JPM,31.877903415550016,3.2982488450734126,0.4792626728110599
54,MS,21.51666812001163,4.315400415186885,0.4838709677419355
55,MA,78.02607638724123,1.8914944687038013,0.4930875576036866
56,SPGI,154.157344084853,2.6772208806447226,0.5207373271889401
57,WFC,2.4598924551000656,3.0044923813144906,0.5023041474654378
58,V,47.27766645061394,2.3928896652929343,0.46543778801843316
59,ABBV,133.21655687196667,5.844732083200254,0.45161290322580644
60,DHR,38.403716960112234,2.1089951420124944,0.46543778801843316
61,ABT,51.355242473796494,5.778980885694365,0.4930875576036866
62,LLY,299.83018045273,2.852725843974088,0.5161290322580645
63,AMGN,52.781780184523406,2.2436892845635477,0.4700460829493088
64,JNJ,26.24602417998301,2.446769322798732,0.5299539170506913
65,MRK,7.173451889680844,2.1050397345301364,0.4930875576036866
66,PFE,4.42853416616895,4.662924668602315,0.5529953917050692
67,TMO,237.6636698739473,2.3165944728231858,0.5253456221198156
68,UNH,149.78093113183212,1.9329911244552769,0.4377880184331797
69,BA,38.12627604412789,2.2842529167813796,0.43317972350230416
